id,subject,student_id,grade_level,teacher_id,instructional_minutes,assessment_year,assessment_score
9432,language,2672,9,74,110,2016,51.58
3289,math,929,12,97,150,2016,99.45
2554,language,723,9,66,110,2016,83.38
8143,math,2310,9,2,90,2016,90.2
9982,language,2827,9,90,170,2015,71.12
5029,math,1420,10,115,170,2015,81.63
10286,language,2910,10,78,170,2015,84.95
9089,math,2574,9,91,170,2015,97.71
5994,language,1700,9,77,90,2016,66.87
8223,math,2332,11,1,150,2015,68.08
5343,math,1509,9,24,130,2016,76.47
5596,language,1584,9,67,170,2016,71.23
9821,math,2782,11,4,150,2016,0.0
172,language,52,9,52,150,2015,29.39
5705,math,1615,11,29,170,2015,75.53
2581,math,731,10,13,90,2016,55.89
9680,language,2744,9,54,90,2015,69.46
3182,language,898,9,56,170,2015,79.31
10258,language,2903,9,77,110,2015,80.28
4383,math,1238,12,29,150,2016,86.64
4038,language,1143,12,54,90,2016,59.51
2355,math,668,10,44,130,2015,37.94
780,language,224,10,61,90,2016,35.66
5895,math,1669,9,22,90,2016,0.0
7224,language,2051,11,71,170,2015,96.02
9198,language,2604,9,77,130,2015,75.31
5355,math,1514,9,25,150,2016,89.07
515,math,150,12,36,170,2016,100.0
5165,math,1458,9,3,170,2016,71.56
8963,math,2539,9,35,150,2016,0.0
10498,language,2972,11,70,150,2015,98.39
9871,math,2797,11,47,170,2015,90.61
3280,language,927,10,72,90,2015,84.2
4981,math,1407,12,111,150,2016,86.65
7102,language,2013,10,72,130,2016,60.79
8031,math,2277,11,4,130,2015,52.28
10326,language,2921,9,55,150,2016,74.85
8354,language,2370,11,63,110,2015,81.41
79,math,25,11,110,130,2015,57.51
7016,language,1989,10,74,130,2015,89.38
5406,language,1527,11,115,130,2016,46.41
9469,math,2684,9,14,110,2016,91.5
135,math,41,10,107,150,2015,52.54
1087,math,310,11,111,110,2016,65.56
7889,math,2237,11,23,150,2015,58.0
9739,math,2760,9,10,110,2015,68.54
9920,language,2811,12,65,130,2016,44.66
5141,math,1451,12,109,150,2016,71.62
2842,language,804,10,84,130,2016,74.46
8161,math,2315,10,33,150,2016,50.7
1684,language,478,10,84,130,2015,70.05
4553,math,1287,11,18,170,2015,77.43
10301,math,2914,11,34,150,2015,78.35
3790,language,1074,11,81,110,2016,57.91
6985,math,1980,12,15,110,2016,95.57
3388,language,958,10,82,130,2015,92.04
1354,language,385,12,56,110,2016,50.24
720,language,207,11,85,170,2015,79.48
5245,math,1480,9,9,110,2016,62.19
10177,math,2880,11,4,90,2016,92.96
6089,math,1729,9,11,150,2016,93.69
8560,language,2426,10,93,150,2016,95.47
4101,math,1160,11,14,170,2016,76.94
6952,language,1971,9,57,170,2015,84.89
7568,language,2146,10,100,110,2015,0.0
1786,language,507,11,74,90,2016,54.35
9158,language,2593,9,73,90,2016,88.33
5640,language,1596,10,77,170,2016,89.55
5224,language,1474,9,85,170,2015,73.46
5851,math,1656,10,12,90,2016,22.12
4478,language,1263,11,69,110,2016,95.61
9881,math,2800,11,28,130,2015,9.2
4408,language,1245,11,60,90,2015,56.31
6936,language,1966,12,58,110,2016,68.22
7845,math,2225,12,8,130,2016,88.25
3769,math,1068,11,106,130,2016,96.79
1963,math,560,9,34,110,2016,93.41
10440,language,2955,11,66,170,2015,91.89
4148,language,1173,12,83,170,2016,100.0
8055,math,2283,11,34,130,2016,88.49
3411,math,964,10,27,130,2016,82.14
4085,math,1156,11,99,150,2016,97.57
4381,math,1238,11,22,130,2015,93.48
3524,language,997,9,57,90,2015,83.47
4947,math,1398,10,3,170,2016,85.03
10559,math,2990,12,5,170,2016,100.0
7376,language,2092,9,114,170,2016,81.67
960,language,273,9,87,170,2015,89.56
6996,language,1983,10,75,130,2016,99.04
10153,math,2873,10,27,110,2015,77.9
10441,math,2955,12,39,170,2016,18.13
3315,math,937,9,29,130,2015,81.91
9257,math,2622,11,27,150,2015,86.66
5297,math,1495,9,93,170,2016,82.23
7463,math,2118,12,4,110,2016,72.0
9865,math,2795,11,22,170,2015,97.23
5115,math,1445,11,18,130,2015,69.49
8867,math,2513,11,48,130,2016,31.07
4604,language,1301,11,112,150,2016,100.0
4567,math,1290,10,13,150,2016,99.2
9113,math,2581,11,92,90,2016,95.46
1787,math,508,9,7,90,2015,80.56
9299,math,2633,11,35,130,2016,88.2
1080,language,308,12,96,130,2016,63.4
9908,language,2808,9,105,150,2016,65.81
4418,language,1248,10,114,150,2015,10.0
1876,language,533,9,54,150,2016,86.2
8206,language,2327,11,113,130,2016,87.36
7890,language,2237,11,85,150,2015,67.86
10443,math,2956,10,111,90,2015,96.16
2630,language,746,9,112,170,2016,99.37
2396,language,678,9,52,110,2016,17.13
5197,math,1467,11,111,170,2016,98.44
10173,math,2879,11,17,150,2016,0.0
8503,math,2410,11,5,170,2016,100.0
8342,language,2367,11,115,150,2015,61.28
1932,language,549,12,55,170,2016,73.33
6250,language,1774,10,83,150,2016,87.67
812,language,232,12,103,130,2016,48.46
4288,language,1212,9,60,170,2015,92.5
4861,math,1375,12,34,130,2016,88.71
4331,math,1224,9,2,170,2015,92.07
2148,language,609,9,61,170,2015,67.9
10554,language,2988,11,70,130,2016,85.03
6541,math,1856,9,33,90,2015,49.84
5700,language,1613,12,90,110,2016,52.97
9165,math,2595,12,2,110,2016,56.91
2331,math,661,10,50,150,2016,68.11
10399,math,2943,11,1,150,2015,76.17
9966,language,2823,11,112,170,2015,98.68
8518,language,2415,10,88,90,2015,42.3
9512,language,2696,11,102,90,2016,97.27
9946,language,2818,10,55,130,2015,71.42
4751,math,1344,11,3,110,2015,72.51
7920,language,2246,10,81,90,2015,0.0
6438,language,1827,9,93,170,2016,79.51
3802,language,1078,9,61,130,2016,48.43
5390,language,1523,11,88,110,2015,39.57
3463,math,979,9,3,170,2016,91.0
7381,math,2094,9,17,130,2015,0.0
8370,language,2374,9,53,90,2015,78.49
9609,math,2725,9,39,110,2015,35.39
9207,math,2607,9,45,170,2016,90.04
3096,language,873,10,52,170,2015,37.71
9041,math,2561,9,36,170,2015,90.94
1599,math,454,11,17,150,2016,0.0
9820,language,2782,10,103,150,2015,54.5
3730,language,1056,11,99,170,2016,0.0
8856,language,2510,12,85,150,2016,75.76
7013,math,1988,11,3,110,2016,72.5
7370,language,2090,9,95,110,2016,37.93
8877,math,2516,9,91,170,2016,95.53
8515,math,2414,9,113,110,2016,47.48
4587,math,1297,12,25,170,2016,93.8
672,language,193,11,105,130,2015,52.95
10405,math,2945,10,34,90,2015,62.87
10005,math,2833,9,112,150,2015,72.14
7512,language,2131,10,71,90,2016,46.7
3740,language,1060,11,77,110,2015,35.9
9906,language,2807,11,112,110,2016,78.82
5178,language,1462,9,72,90,2015,61.39
2540,language,719,12,99,130,2016,58.0
8640,language,2448,12,78,170,2016,92.29
3125,math,882,12,1,110,2016,54.69
143,math,43,11,6,130,2015,52.72
9691,math,2747,9,35,130,2015,98.97
2967,math,838,12,44,130,2016,92.03
7133,math,2024,10,31,130,2015,59.11
7096,language,2012,9,64,150,2015,97.12
802,language,230,10,59,170,2015,90.03
6276,language,1782,9,65,150,2015,95.41
1356,language,386,9,91,90,2016,69.28
4309,math,1217,12,24,170,2016,52.75
1047,math,298,11,8,150,2016,34.83
5916,language,1675,9,101,110,2016,33.92
9596,language,2720,12,70,110,2016,86.84
759,math,219,11,103,90,2015,53.83
4388,language,1239,11,64,150,2016,91.52
7241,math,2056,9,106,150,2015,99.46
4170,language,1180,11,62,110,2016,34.41
8086,language,2292,10,69,90,2016,94.58
4004,language,1133,10,105,110,2015,72.69
4209,math,1191,9,91,150,2015,90.88
7960,language,2257,12,88,150,2016,66.8
1603,math,455,12,38,150,2016,94.61
3891,math,1102,11,104,170,2016,96.89
5086,language,1435,11,80,130,2016,57.73
2835,math,803,9,112,110,2015,89.35
6148,language,1747,11,104,90,2015,77.24
6163,math,1751,10,34,170,2016,97.03
9015,math,2554,9,18,130,2016,84.58
7874,language,2233,10,105,90,2015,41.68
162,language,49,9,100,170,2016,75.65
6155,math,1749,11,16,170,2015,60.48
3910,language,1107,11,57,170,2016,92.5
1245,math,354,11,31,110,2015,96.34
6354,language,1802,11,82,130,2016,65.11
8067,math,2287,9,6,130,2016,54.48
7440,language,2111,11,89,130,2016,54.27
5825,math,1649,9,96,130,2015,47.22
8038,language,2279,9,55,170,2015,66.82
6502,language,1845,11,66,90,2016,85.32
1034,language,294,12,73,110,2016,71.91
3232,language,913,10,83,90,2016,63.69
5267,math,1487,11,44,110,2015,47.95
9829,math,2785,10,47,170,2015,98.37
10216,language,2890,10,59,90,2016,66.06
7170,language,2034,10,112,90,2015,75.69
10343,math,2927,11,14,110,2015,74.87
5402,language,1526,10,81,130,2016,88.78
3162,language,892,12,92,150,2016,99.17
9719,math,2754,11,35,110,2015,66.96
6976,language,1977,11,110,170,2016,86.65
23,math,8,10,19,130,2016,61.63
3844,language,1090,11,53,90,2015,71.62
5869,math,1661,10,111,130,2015,72.64
8726,language,2473,9,53,170,2015,82.38
10235,math,2897,9,3,130,2016,72.43
614,language,178,10,64,150,2015,85.72
1129,math,322,10,7,130,2015,88.77
179,math,54,11,4,110,2015,79.88
1838,language,523,9,63,170,2015,78.66
4548,language,1284,9,72,110,2016,75.84
2598,language,737,11,69,150,2015,99.46
3726,language,1055,12,77,110,2016,71.15
8130,language,2306,9,70,90,2016,0.0
6668,language,1890,9,71,170,2015,99.4
6965,math,1975,9,16,170,2015,89.54
4873,math,1378,12,34,130,2016,29.57
2334,language,662,11,55,150,2015,80.03
3775,math,1070,10,18,90,2016,86.45
10368,language,2933,11,61,150,2016,80.38
2337,math,663,9,111,90,2015,74.88
7329,math,2080,9,22,170,2015,93.15
9831,math,2785,11,8,90,2016,57.35
10264,language,2904,11,88,110,2016,99.19
9212,language,2608,11,65,130,2016,59.12
384,language,111,11,93,130,2016,83.1
557,math,161,12,34,170,2016,56.68
9156,language,2592,9,52,90,2016,44.01
5405,math,1527,11,27,170,2016,100.0
531,math,155,9,111,90,2015,60.77
4690,language,1326,10,104,90,2016,90.1
265,math,78,11,39,150,2015,77.39
3354,language,947,11,73,90,2016,78.49
185,math,55,10,24,90,2016,75.21
1101,math,314,11,6,110,2016,66.63
5213,math,1471,10,15,150,2016,96.4
2167,math,616,10,29,110,2015,93.12
6220,language,1767,9,76,90,2015,80.55
3188,language,899,12,83,90,2016,98.25
2136,language,606,9,112,90,2015,54.75
763,math,220,9,39,170,2016,55.81
2706,language,766,9,115,130,2015,63.96
3998,language,1131,11,88,130,2016,52.02
10164,language,2876,10,76,150,2016,96.79
2781,math,788,10,30,150,2016,75.7
2323,math,659,9,48,90,2016,32.83
2559,math,725,11,18,150,2016,0.0
7406,language,2101,11,61,150,2016,98.93
9553,math,2707,9,6,170,2015,97.08
8863,math,2512,11,32,110,2016,47.45
10297,math,2913,9,25,110,2015,52.93
5918,language,1676,9,100,90,2016,83.41
8088,language,2293,9,54,130,2016,82.6
8297,math,2355,12,1,90,2016,52.87
9182,language,2600,11,55,150,2015,98.19
10023,math,2837,12,95,170,2016,41.88
8781,math,2488,10,2,110,2015,69.81
766,language,221,10,87,170,2015,96.23
9026,language,2557,9,71,170,2015,93.21
5407,math,1528,9,108,110,2016,47.18
2991,math,844,10,17,150,2016,0.0
8595,math,2436,9,11,90,2016,70.13
8423,math,2388,10,4,110,2015,59.62
8249,math,2340,10,20,130,2016,35.22
5606,language,1587,11,83,110,2015,92.22
9811,math,2780,10,13,130,2015,94.29
149,math,45,9,4,170,2015,81.14
465,math,137,9,6,110,2016,96.87
1716,language,487,10,90,170,2015,74.62
2612,language,740,10,67,150,2016,87.31
4520,language,1275,9,83,170,2016,84.66
4822,language,1363,12,110,150,2016,43.39
9470,language,2684,9,68,130,2016,69.33
7345,math,2084,11,9,170,2015,90.8
196,language,58,10,64,90,2016,48.06
6720,language,1904,12,64,130,2016,64.73
9065,math,2567,12,110,130,2016,72.99
10246,language,2900,11,77,90,2015,47.94
4552,language,1286,9,80,150,2016,90.12
10421,math,2949,11,17,110,2016,0.0
6133,math,1743,12,92,90,2016,85.06
5179,math,1462,10,21,150,2016,89.25
10438,language,2954,9,104,130,2016,61.82
1426,language,407,9,99,130,2015,67.14
9435,math,2673,12,40,110,2016,77.32
6233,math,1770,12,20,170,2016,92.73
5810,language,1644,10,112,170,2015,79.95
3380,language,955,9,83,90,2016,43.37
3205,math,904,10,45,110,2016,78.9
6344,language,1800,9,77,150,2015,72.39
235,math,70,10,111,90,2016,97.21
10435,math,2953,12,18,170,2016,60.55
9681,math,2744,10,43,130,2016,67.69
492,language,144,9,64,170,2016,84.32
4593,math,1299,10,25,90,2015,95.58
3631,math,1028,11,23,130,2016,69.36
453,math,133,9,22,90,2016,96.68
1018,language,290,10,79,130,2015,86.52
5512,language,1560,9,71,90,2016,68.7
4823,math,1364,9,24,90,2015,67.05
8818,language,2499,9,80,170,2015,99.04
2065,math,587,9,47,90,2015,64.88
10128,language,2866,11,88,110,2015,94.58
1208,language,343,11,54,130,2015,88.32
1741,math,495,9,32,170,2016,33.31
5392,language,1523,12,93,130,2016,55.1
9855,math,2792,12,16,90,2016,55.33
4265,math,1206,9,98,150,2016,45.03
3175,math,896,12,23,90,2016,58.15
9136,language,2587,10,62,110,2015,72.42
7670,language,2174,9,94,150,2015,66.9
7305,math,2074,9,47,110,2015,87.29
824,language,236,9,96,130,2016,37.71
773,math,223,10,35,150,2015,85.09
4234,language,1197,11,75,170,2016,100.0
3800,language,1077,12,84,90,2016,80.14
6835,math,1939,11,48,110,2015,71.82
324,language,94,12,58,110,2016,78.67
1160,language,331,9,85,130,2015,57.28
2599,math,737,12,36,130,2016,91.04
2499,math,707,9,47,110,2016,70.83
439,math,128,11,36,150,2016,73.16
7504,language,2129,10,59,110,2016,52.53
4661,math,1318,10,102,150,2016,86.74
5947,math,1686,9,21,90,2016,86.58
10224,language,2893,9,89,110,2016,74.76
2418,language,684,11,84,130,2016,47.61
8379,math,2376,11,37,110,2016,79.27
8552,language,2424,10,99,150,2016,74.65
5008,language,1414,10,85,170,2016,61.12
5828,language,1649,10,66,110,2016,0.0
5739,math,1624,10,15,170,2015,100.0
8892,language,2520,10,79,90,2015,73.32
5089,math,1436,11,13,90,2016,70.83
4838,language,1368,9,57,90,2016,86.91
3032,language,856,11,66,150,2015,0.0
5023,math,1418,11,2,90,2016,73.13
1266,language,359,11,92,170,2015,79.99
4662,language,1318,10,70,130,2016,95.09
9776,language,2770,12,85,90,2016,89.78
4150,language,1174,11,97,110,2015,55.74
65,math,20,11,21,130,2016,88.9
4804,language,1357,10,108,110,2016,76.6
8051,math,2282,12,17,130,2016,0.0
3316,language,937,9,81,150,2015,98.18
10226,language,2894,10,87,130,2015,73.2
6477,math,1839,11,20,110,2016,78.64
705,math,202,11,49,170,2016,81.59
8450,language,2395,9,63,170,2015,80.04
4879,math,1380,9,45,150,2015,90.17
2802,language,794,9,71,90,2015,75.45
8934,language,2531,12,85,110,2016,53.54
2569,math,728,10,6,90,2015,65.46
8828,language,2502,11,62,130,2016,81.68
8099,math,2297,9,38,130,2016,40.08
5485,math,1552,10,39,130,2015,62.16
2006,language,571,10,101,90,2016,87.38
9339,math,2645,9,48,90,2015,38.84
8699,math,2465,10,115,110,2015,67.85
5849,math,1656,9,24,130,2015,69.73
769,math,222,10,42,90,2015,62.46
7342,language,2083,11,79,110,2015,67.27
1744,language,496,11,63,170,2015,69.17
5802,language,1642,10,109,150,2015,79.31
207,math,63,9,100,150,2015,92.94
8117,math,2302,9,15,130,2016,65.75
9683,math,2745,11,25,110,2015,70.28
10118,language,2863,10,69,130,2016,84.42
10507,math,2975,9,29,130,2015,91.78
10470,language,2964,11,59,130,2015,32.15
6528,language,1852,11,82,90,2016,85.42
4326,language,1222,12,81,150,2016,100.0
10493,math,2971,10,99,90,2015,56.26
916,language,260,11,72,90,2016,79.81
3480,language,985,10,69,110,2015,90.7
5607,math,1587,12,17,110,2016,0.0
866,language,247,12,60,170,2016,73.25
1004,language,285,11,53,90,2016,85.31
8134,language,2307,10,65,130,2016,96.45
873,math,249,12,22,130,2016,92.58
5155,math,1455,9,45,110,2016,78.6
2900,language,820,11,98,130,2016,65.54
1049,math,299,9,28,170,2016,97.67
10573,math,2995,12,6,150,2016,86.91
1937,math,551,9,24,150,2016,87.4
7548,language,2141,11,63,150,2015,93.28
6832,language,1938,9,62,130,2015,50.48
9352,language,2648,12,55,130,2016,81.87
10038,language,2841,12,114,150,2016,-2.19
6843,math,1941,11,6,150,2015,63.85
1847,math,525,11,47,90,2016,94.52
3372,language,952,12,51,130,2016,94.97
8633,math,2447,11,33,170,2015,93.13
2918,language,825,11,76,90,2016,36.25
681,math,196,9,7,130,2015,65.86
674,language,193,12,105,90,2016,27.23
637,math,184,11,98,170,2016,47.54
2415,math,684,10,17,90,2015,0.0
5015,math,1416,10,45,90,2016,63.46
3621,math,1026,10,43,170,2015,98.81
9407,math,2665,10,40,130,2015,82.11
7792,language,2210,9,79,130,2016,97.8
8468,language,2401,11,106,150,2015,96.31
2567,math,727,12,35,150,2016,86.74
3429,math,969,9,108,150,2016,27.07
10256,language,2902,10,67,170,2016,91.1
9228,language,2613,9,81,170,2015,98.23
5248,language,1481,9,82,90,2016,61.35
723,math,208,9,29,150,2015,97.42
8951,math,2536,10,10,150,2015,98.78
5345,math,1510,9,37,170,2016,90.16
6783,math,1923,10,97,170,2015,86.85
4667,math,1321,11,98,170,2015,47.02
1548,language,441,9,112,90,2015,47.4
4329,math,1223,10,110,130,2016,46.63
602,language,175,11,56,90,2015,93.35
2948,language,833,11,51,130,2016,86.05
111,math,34,12,1,130,2016,70.19
4639,math,1312,9,45,130,2015,38.58
1464,language,418,10,69,110,2015,75.18
554,language,160,10,84,150,2016,58.49
4441,math,1254,11,102,130,2015,65.93
2622,language,744,11,60,130,2015,77.49
5442,language,1539,11,75,150,2016,92.04
8231,math,2334,11,1,130,2015,59.04
3633,math,1029,9,5,130,2015,69.04
10277,math,2908,11,8,130,2015,70.6
7142,language,2026,12,57,170,2016,58.59
3508,language,992,12,82,130,2016,84.84
6923,math,1963,11,39,110,2015,54.58
390,language,113,10,115,110,2016,44.99
5097,math,1439,9,34,170,2016,39.14
8501,math,2410,10,31,150,2015,100.0
57,math,18,10,4,110,2016,97.24
9100,language,2577,11,73,130,2015,49.04
8588,language,2433,10,78,130,2016,92.88
9272,language,2626,10,114,170,2015,71.09
721,math,207,12,33,130,2016,81.44
7166,language,2033,10,108,110,2015,41.99
6104,language,1734,11,66,130,2016,99.85
5012,language,1415,11,51,110,2016,75.46
5519,math,1562,12,40,170,2016,97.67
6406,language,1818,10,80,130,2015,49.7
6368,language,1806,10,88,170,2016,83.08
4245,math,1201,11,114,170,2015,43.84
9916,language,2810,12,53,130,2016,94.68
5915,math,1675,9,45,130,2016,95.89
2689,math,761,11,39,90,2016,54.37
6854,language,1943,11,70,110,2016,79.96
4736,language,1340,10,51,90,2015,83.48
4995,math,1411,11,26,150,2016,55.59
9093,math,2575,9,41,110,2016,61.3
2174,language,617,10,102,110,2016,57.31
6352,language,1802,10,75,130,2015,96.49
5426,language,1534,10,88,110,2015,93.86
7661,math,2171,9,20,130,2016,79.63
8966,language,2540,11,66,110,2015,90.8
1745,math,496,12,110,170,2016,92.05
4932,language,1394,9,75,150,2015,99.9
700,language,201,11,99,90,2015,45.66
6193,math,1760,10,47,170,2015,91.22
10396,language,2941,10,53,170,2016,74.37
10290,language,2911,10,63,90,2015,95.48
6537,math,1855,10,36,110,2015,91.81
8801,math,2494,9,115,90,2016,33.56
6827,math,1936,10,14,110,2016,90.97
1501,math,428,10,15,110,2015,60.26
373,math,107,12,6,130,2016,61.72
10091,math,2856,12,96,110,2016,51.39
35,math,12,9,103,150,2016,34.43
8413,math,2385,10,29,130,2016,31.73
4799,math,1356,11,40,150,2016,99.11
2604,language,738,11,73,110,2016,95.88
1920,language,545,10,76,170,2016,59.7
805,math,231,11,42,90,2015,81.17
5609,math,1588,9,93,130,2016,84.13
2443,math,691,10,18,170,2016,76.05
3056,language,862,10,72,150,2016,97.29
363,math,105,9,100,90,2015,70.59
4106,language,1161,11,81,110,2016,87.68
8242,language,2337,9,77,110,2016,92.27
7866,language,2230,12,51,130,2016,61.91
10055,math,2846,9,23,110,2015,61.65
9219,math,2610,10,41,90,2016,64.18
10267,math,2905,12,24,110,2016,75.52
10549,math,2987,11,34,170,2016,86.58
4093,math,1158,11,46,90,2016,64.75
10367,math,2933,11,36,170,2016,99.57
5324,language,1503,11,106,150,2015,95.03
7926,language,2247,10,53,150,2016,63.81
458,language,134,12,89,110,2016,99.69
1486,language,423,10,58,90,2016,55.85
6510,language,1847,11,87,150,2016,100.0
7106,language,2015,9,103,150,2015,58.07
9571,math,2713,9,29,150,2016,80.98
600,language,174,12,57,170,2016,97.15
6414,language,1820,9,74,90,2015,59.4
8840,language,2506,9,75,110,2015,86.92
436,language,127,12,77,150,2016,93.15
5217,math,1472,11,95,90,2016,0.0
2093,math,594,12,17,130,2016,0.0
851,math,244,10,46,170,2015,69.83
954,language,271,12,65,90,2016,35.38
5279,math,1490,10,50,150,2015,87.11
10048,language,2844,11,89,150,2015,60.59
711,math,204,9,43,90,2016,96.95
7401,math,2100,9,7,90,2016,80.3
5068,language,1430,10,93,150,2016,80.1
5286,language,1491,11,79,130,2016,54.78
3987,math,1129,9,93,170,2015,89.91
9935,math,2815,12,110,110,2016,53.27
8517,math,2415,10,27,90,2015,64.85
239,math,71,11,46,170,2016,77.87
1342,language,382,9,54,150,2015,72.42
9385,math,2659,11,29,170,2015,72.23
7525,math,2135,11,24,130,2015,48.81
87,math,27,9,40,150,2016,80.47
5854,language,1657,11,111,170,2015,99.04
3928,language,1112,9,95,130,2016,74.16
2722,language,770,9,71,130,2016,77.88
914,language,260,10,64,170,2015,68.05
10542,language,2985,11,79,150,2016,66.65
8412,language,2385,9,104,90,2015,74.7
2377,math,673,12,16,130,2016,52.29
8230,language,2333,10,114,90,2016,45.39
3413,math,965,9,22,170,2015,100.0
